Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, accuracy          , train_time           , test_time
RA-TRCSP-RFE-MLP          , "[2, 2, 7, 11, 0, 0]", RA         , TRCSP      , RFE        , MLP        ,                   ,                   ,              2,              2,              7,             11,              0,                     0, 0.9055555555555557,   0.7744461536407471 , 0.15697286128997803
RA-TRCSP-RFECV-SVM        , "[2, 2, 8, 1, 0, 0]" , RA         , TRCSP      , RFECV      , SVM        ,                   ,                   ,              2,              2,              8,              1,              0,                     0, 0.9               ,   0.24463307857513428, 0.17921791076660157
RA-TRCSP-RFECV-LDA        , "[2, 2, 8, 2, 0, 0]" , RA         , TRCSP      , RFECV      , LDA        ,                   ,                   ,              2,              2,              8,              2,              0,                     0, 0.9               ,   0.23726949691772461, 0.18625833988189697
RA-TRCSP-RFECV-LR         , "[2, 2, 8, 3, 0, 0]" , RA         , TRCSP      , RFECV      , LR         ,                   ,                   ,              2,              2,              8,              3,              0,                     0, 0.8955555555555555,   0.2334667921066284 , 0.18310623168945311
RA-TRCSP-RFECV-KNN        , "[2, 2, 8, 4, 0, 0]" , RA         , TRCSP      , RFECV      , KNN        ,                   ,                   ,              2,              2,              8,              4,              0,                     0, 0.8744444444444444,   0.21993794441223144, 0.19166605472564696
RA-TRCSP-RFECV-DTC        , "[2, 2, 8, 5, 0, 0]" , RA         , TRCSP      , RFECV      , DTC        ,                   ,                   ,              2,              2,              8,              5,              0,                     0, 0.8044444444444444,   0.22224912643432618, 0.19272005558013916
RA-TRCSP-RFECV-RFC        , "[2, 2, 8, 6, 0, 0]" , RA         , TRCSP      , RFECV      , RFC        ,                   ,                   ,              2,              2,              8,              6,              0,                     0, 0.86              ,   0.38224852085113525, 0.18950417041778564
RA-TRCSP-RFECV-ETC        , "[2, 2, 8, 7, 0, 0]" , RA         , TRCSP      , RFECV      , ETC        ,                   ,                   ,              2,              2,              8,              7,              0,                     0, 0.8622222222222222,   0.3601460218429565 , 0.1869816541671753
RA-TRCSP-RFECV-ABC        , "[2, 2, 8, 8, 0, 0]" , RA         , TRCSP      , RFECV      , ABC        ,                   ,                   ,              2,              2,              8,              8,              0,                     0, 0.8533333333333333,   0.3109113693237305 , 0.19170968532562255
RA-TRCSP-RFECV-GBC        , "[2, 2, 8, 9, 0, 0]" , RA         , TRCSP      , RFECV      , GBC        ,                   ,                   ,              2,              2,              8,              9,              0,                     0, 0.8511111111111112,   0.3743237018585205 , 0.18949337005615235
RA-TRCSP-RFECV-GNB        , "[2, 2, 8, 10, 0, 0]", RA         , TRCSP      , RFECV      , GNB        ,                   ,                   ,              2,              2,              8,             10,              0,                     0, 0.8522222222222222,   0.22021803855895997, 0.17437436580657958
RA-TRCSP-RFECV-MLP        , "[2, 2, 8, 11, 0, 0]", RA         , TRCSP      , RFECV      , MLP        ,                   ,                   ,              2,              2,              8,             11,              0,                     0, 0.8855555555555557,   0.6219609022140503 , 0.13643832206726075
RA-TS-SVM                 , "[2, 5, 0, 1, 0, 0]" , RA         , TS         ,            , SVM        ,                   ,                   ,              2,              5,              0,              1,              0,                     0, 0.9077777777777778,   0.2334296941757202 , 0.20268657207489013
RA-TS-LDA                 , "[2, 5, 0, 2, 0, 0]" , RA         , TS         ,            , LDA        ,                   ,                   ,              2,              5,              0,              2,              0,                     0, 0.9255555555555557,   0.32206976413726807, 0.20359575748443604
RA-TS-LR                  , "[2, 5, 0, 3, 0, 0]" , RA         , TS         ,            , LR         ,                   ,                   ,              2,              5,              0,              3,              0,                     0, 0.9433333333333334,   0.22272677421569825, 0.19556937217712403
RA-TS-KNN                 , "[2, 5, 0, 4, 0, 0]" , RA         , TS         ,            , KNN        ,                   ,                   ,              2,              5,              0,              4,              0,                     0, 0.8733333333333334,   0.24801595211029054, 0.21001918315887452
RA-TS-DTC                 , "[2, 5, 0, 5, 0, 0]" , RA         , TS         ,            , DTC        ,                   ,                   ,              2,              5,              0,              5,              0,                     0, 0.7333333333333333,   0.2590319633483887 , 0.1810591697692871
RA-TS-RFC                 , "[2, 5, 0, 6, 0, 0]" , RA         , TS         ,            , RFC        ,                   ,                   ,              2,              5,              0,              6,              0,                     0, 0.9422222222222223,   0.5299414396286011 , 0.20474305152893066
RA-TS-ETC                 , "[2, 5, 0, 7, 0, 0]" , RA         , TS         ,            , ETC        ,                   ,                   ,              2,              5,              0,              7,              0,                     0, 0.9400000000000001,   0.3735487937927246 , 0.19317493438720704
RA-TS-ABC                 , "[2, 5, 0, 8, 0, 0]" , RA         , TS         ,            , ABC        ,                   ,                   ,              2,              5,              0,              8,              0,                     0, 0.9133333333333334,   0.831403398513794  , 0.19616551399230958
RA-TS-GBC                 , "[2, 5, 0, 9, 0, 0]" , RA         , TS         ,            , GBC        ,                   ,                   ,              2,              5,              0,              9,              0,                     0, 0.9044444444444444,   2.7547757387161256 , 0.17024767398834229
RA-TS-GNB                 , "[2, 5, 0, 10, 0, 0]", RA         , TS         ,            , GNB        ,                   ,                   ,              2,              5,              0,             10,              0,                     0, 0.928888888888889 ,   0.22881536483764647, 0.19911518096923828
RA-TS-MLP                 , "[2, 5, 0, 11, 0, 0]", RA         , TS         ,            , MLP        ,                   ,                   ,              2,              5,              0,             11,              0,                     0, 0.9155555555555557,   0.8170583486557007 , 0.19218664169311522
RA-TS-ANOVA-K-SVM         , "[2, 5, 1, 1, 0, 0]" , RA         , TS         , ANOVA-K    , SVM        ,                   ,                   ,              2,              5,              1,              1,              0,                     0, 0.9266666666666667,   0.21876769065856932, 0.187180495262146
RA-TS-ANOVA-K-LDA         , "[2, 5, 1, 2, 0, 0]" , RA         , TS         , ANOVA-K    , LDA        ,                   ,                   ,              2,              5,              1,              2,              0,                     0, 0.9277777777777778,   0.22721285820007325, 0.1831721544265747
RA-TS-ANOVA-K-LR          , "[2, 5, 1, 3, 0, 0]" , RA         , TS         , ANOVA-K    , LR         ,                   ,                   ,              2,              5,              1,              3,              0,                     0, 0.918888888888889 ,   0.22364277839660646, 0.20330548286437988
RA-TS-ANOVA-K-KNN         , "[2, 5, 1, 4, 0, 0]" , RA         , TS         , ANOVA-K    , KNN        ,                   ,                   ,              2,              5,              1,              4,              0,                     0, 0.8933333333333333,   0.21968233585357666, 0.1968001127243042
RA-TS-ANOVA-K-DTC         , "[2, 5, 1, 5, 0, 0]" , RA         , TS         , ANOVA-K    , DTC        ,                   ,                   ,              2,              5,              1,              5,              0,                     0, 0.8011111111111111,   0.23079228401184082, 0.20229015350341797
RA-TS-ANOVA-K-RFC         , "[2, 5, 1, 6, 0, 0]" , RA         , TS         , ANOVA-K    , RFC        ,                   ,                   ,              2,              5,              1,              6,              0,                     0, 0.9011111111111111,   0.3526777982711792 , 0.18603851795196533
RA-TS-ANOVA-K-ETC         , "[2, 5, 1, 7, 0, 0]" , RA         , TS         , ANOVA-K    , ETC        ,                   ,                   ,              2,              5,              1,              7,              0,                     0, 0.918888888888889 ,   0.3166595458984375 , 0.20441927909851074
RA-TS-ANOVA-K-ABC         , "[2, 5, 1, 8, 0, 0]" , RA         , TS         , ANOVA-K    , ABC        ,                   ,                   ,              2,              5,              1,              8,              0,                     0, 0.8655555555555555,   0.30264055728912354, 0.19306652545928954
RA-TS-ANOVA-K-GBC         , "[2, 5, 1, 9, 0, 0]" , RA         , TS         , ANOVA-K    , GBC        ,                   ,                   ,              2,              5,              1,              9,              0,                     0, 0.8855555555555557,   0.4017489910125732 , 0.18110926151275636
RA-TS-ANOVA-K-GNB         , "[2, 5, 1, 10, 0, 0]", RA         , TS         , ANOVA-K    , GNB        ,                   ,                   ,              2,              5,              1,             10,              0,                     0, 0.918888888888889 ,   0.22655086517333983, 0.18733885288238525
RA-TS-ANOVA-K-MLP         , "[2, 5, 1, 11, 0, 0]", RA         , TS         , ANOVA-K    , MLP        ,                   ,                   ,              2,              5,              1,             11,              0,                     0, 0.928888888888889 ,   0.5030434608459473 , 0.174638032913208
RA-TS-ANOVA-P-SVM         , "[2, 5, 2, 1, 0, 0]" , RA         , TS         , ANOVA-P    , SVM        ,                   ,                   ,              2,              5,              2,              1,              0,                     0, 0.9488888888888889,   0.22983336448669434, 0.1918236255645752
RA-TS-ANOVA-P-LDA         , "[2, 5, 2, 2, 0, 0]" , RA         , TS         , ANOVA-P    , LDA        ,                   ,                   ,              2,              5,              2,              2,              0,                     0, 0.9555555555555555,   0.22903246879577638, 0.1750122308731079
RA-TS-ANOVA-P-LR          , "[2, 5, 2, 3, 0, 0]" , RA         , TS         , ANOVA-P    , LR         ,                   ,                   ,              2,              5,              2,              3,              0,                     0, 0.9455555555555556,   0.24698240756988527, 0.1915966033935547
RA-TS-ANOVA-P-KNN         , "[2, 5, 2, 4, 0, 0]" , RA         , TS         , ANOVA-P    , KNN        ,                   ,                   ,              2,              5,              2,              4,              0,                     0, 0.9255555555555557,   0.2222660541534424 , 0.18412599563598633
RA-TS-ANOVA-P-DTC         , "[2, 5, 2, 5, 0, 0]" , RA         , TS         , ANOVA-P    , DTC        ,                   ,                   ,              2,              5,              2,              5,              0,                     0, 0.7622222222222221,   0.2297527313232422 , 0.18433613777160646
RA-TS-ANOVA-P-RFC         , "[2, 5, 2, 6, 0, 0]" , RA         , TS         , ANOVA-P    , RFC        ,                   ,                   ,              2,              5,              2,              6,              0,                     0, 0.95              ,   0.4068122148513794 , 0.201967191696167
RA-TS-ANOVA-P-ETC         , "[2, 5, 2, 7, 0, 0]" , RA         , TS         , ANOVA-P    , ETC        ,                   ,                   ,              2,              5,              2,              7,              0,                     0, 0.9411111111111111,   0.3424234867095947 , 0.1934525966644287
RA-TS-ANOVA-P-ABC         , "[2, 5, 2, 8, 0, 0]" , RA         , TS         , ANOVA-P    , ABC        ,                   ,                   ,              2,              5,              2,              8,              0,                     0, 0.9055555555555556,   0.4577921152114868 , 0.19817585945129396
RA-TS-ANOVA-P-GBC         , "[2, 5, 2, 9, 0, 0]" , RA         , TS         , ANOVA-P    , GBC        ,                   ,                   ,              2,              5,              2,              9,              0,                     0, 0.9211111111111112,   1.068505048751831  , 0.18416118621826172
RA-TS-ANOVA-P-GNB         , "[2, 5, 2, 10, 0, 0]", RA         , TS         , ANOVA-P    , GNB        ,                   ,                   ,              2,              5,              2,             10,              0,                     0, 0.95              ,   0.23104665279388428, 0.17871782779693604
RA-TS-ANOVA-P-MLP         , "[2, 5, 2, 11, 0, 0]", RA         , TS         , ANOVA-P    , MLP        ,                   ,                   ,              2,              5,              2,             11,              0,                     0, 0.9488888888888889,   0.5490090847015381 , 0.1864952802658081
RA-TS-MIC-K-SVM           , "[2, 5, 3, 1, 0, 0]" , RA         , TS         , MIC-K      , SVM        ,                   ,                   ,              2,              5,              3,              1,              0,                     0, 0.9255555555555557,   0.21339943408966064, 0.1894077777862549
RA-TS-MIC-K-LDA           , "[2, 5, 3, 2, 0, 0]" , RA         , TS         , MIC-K      , LDA        ,                   ,                   ,              2,              5,              3,              2,              0,                     0, 0.9311111111111112,   0.24213483333587646, 0.19482192993164063
RA-TS-MIC-K-LR            , "[2, 5, 3, 3, 0, 0]" , RA         , TS         , MIC-K      , LR         ,                   ,                   ,              2,              5,              3,              3,              0,                     0, 0.9211111111111112,   0.23399677276611328, 0.19057915210723878
RA-TS-MIC-K-KNN           , "[2, 5, 3, 4, 0, 0]" , RA         , TS         , MIC-K      , KNN        ,                   ,                   ,              2,              5,              3,              4,              0,                     0, 0.8844444444444445,   0.22108783721923828, 0.19797723293304442
RA-TS-MIC-K-DTC           , "[2, 5, 3, 5, 0, 0]" , RA         , TS         , MIC-K      , DTC        ,                   ,                   ,              2,              5,              3,              5,              0,                     0, 0.7822222222222222,   0.22065427303314208, 0.18186097145080565
RA-TS-MIC-K-RFC           , "[2, 5, 3, 6, 0, 0]" , RA         , TS         , MIC-K      , RFC        ,                   ,                   ,              2,              5,              3,              6,              0,                     0, 0.9077777777777778,   0.36817686557769774, 0.2033754348754883
RA-TS-MIC-K-ETC           , "[2, 5, 3, 7, 0, 0]" , RA         , TS         , MIC-K      , ETC        ,                   ,                   ,              2,              5,              3,              7,              0,                     0, 0.9166666666666667,   0.31741764545440676, 0.18289527893066407
RA-TS-MIC-K-ABC           , "[2, 5, 3, 8, 0, 0]" , RA         , TS         , MIC-K      , ABC        ,                   ,                   ,              2,              5,              3,              8,              0,                     0, 0.8755555555555554,   0.31420347690582273, 0.1987445831298828
RA-TS-MIC-K-GBC           , "[2, 5, 3, 9, 0, 0]" , RA         , TS         , MIC-K      , GBC        ,                   ,                   ,              2,              5,              3,              9,              0,                     0, 0.8844444444444445,   0.38658647537231444, 0.1983959913253784
RA-TS-MIC-K-GNB           , "[2, 5, 3, 10, 0, 0]", RA         , TS         , MIC-K      , GNB        ,                   ,                   ,              2,              5,              3,             10,              0,                     0, 0.9133333333333334,   0.21835103034973144, 0.17460777759552001
RA-TS-MIC-K-MLP           , "[2, 5, 3, 11, 0, 0]", RA         , TS         , MIC-K      , MLP        ,                   ,                   ,              2,              5,              3,             11,              0,                     0, 0.9255555555555557,   0.5213204383850097 , 0.160316801071167
RA-TS-MIC-P-SVM           , "[2, 5, 4, 1, 0, 0]" , RA         , TS         , MIC-P      , SVM        ,                   ,                   ,              2,              5,              4,              1,              0,                     0, 0.9422222222222223,   0.22731590270996094, 0.1847165822982788
RA-TS-MIC-P-LDA           , "[2, 5, 4, 2, 0, 0]" , RA         , TS         , MIC-P      , LDA        ,                   ,                   ,              2,              5,              4,              2,              0,                     0, 0.9422222222222223,   0.24938573837280273, 0.19633936882019043
RA-TS-MIC-P-LR            , "[2, 5, 4, 3, 0, 0]" , RA         , TS         , MIC-P      , LR         ,                   ,                   ,              2,              5,              4,              3,              0,                     0, 0.9400000000000001,   0.22285540103912355, 0.1851121664047241
RA-TS-MIC-P-KNN           , "[2, 5, 4, 4, 0, 0]" , RA         , TS         , MIC-P      , KNN        ,                   ,                   ,              2,              5,              4,              4,              0,                     0, 0.9               ,   0.24326612949371337, 0.2010633945465088
RA-TS-MIC-P-DTC           , "[2, 5, 4, 5, 0, 0]" , RA         , TS         , MIC-P      , DTC        ,                   ,                   ,              2,              5,              4,              5,              0,                     0, 0.7455555555555555,   0.22498016357421874, 0.17888565063476564
RA-TS-MIC-P-RFC           , "[2, 5, 4, 6, 0, 0]" , RA         , TS         , MIC-P      , RFC        ,                   ,                   ,              2,              5,              4,              6,              0,                     0, 0.9466666666666667,   0.40183186531066895, 0.19710164070129393
RA-TS-MIC-P-ETC           , "[2, 5, 4, 7, 0, 0]" , RA         , TS         , MIC-P      , ETC        ,                   ,                   ,              2,              5,              4,              7,              0,                     0, 0.9411111111111111,   0.35054817199707033, 0.18535935878753662
RA-TS-MIC-P-ABC           , "[2, 5, 4, 8, 0, 0]" , RA         , TS         , MIC-P      , ABC        ,                   ,                   ,              2,              5,              4,              8,              0,                     0, 0.928888888888889 ,   0.45815281867980956, 0.19694235324859619
RA-TS-MIC-P-GBC           , "[2, 5, 4, 9, 0, 0]" , RA         , TS         , MIC-P      , GBC        ,                   ,                   ,              2,              5,              4,              9,              0,                     0, 0.9066666666666666,   1.07518527507782   , 0.15999288558959962
RA-TS-MIC-P-GNB           , "[2, 5, 4, 10, 0, 0]", RA         , TS         , MIC-P      , GNB        ,                   ,                   ,              2,              5,              4,             10,              0,                     0, 0.9411111111111111,   0.22658300399780273, 0.17947893142700194
RA-TS-MIC-P-MLP           , "[2, 5, 4, 11, 0, 0]", RA         , TS         , MIC-P      , MLP        ,                   ,                   ,              2,              5,              4,             11,              0,                     0, 0.9311111111111112,   0.5512367963790894 , 0.1828362226486206
RA-TS-PCA-SVM             , "[2, 5, 5, 1, 0, 0]" , RA         , TS         , PCA        , SVM        ,                   ,                   ,              2,              5,              5,              1,              0,                     0, 0.9400000000000001,   0.2302018642425537 , 0.1930645227432251
RA-TS-PCA-LDA             , "[2, 5, 5, 2, 0, 0]" , RA         , TS         , PCA        , LDA        ,                   ,                   ,              2,              5,              5,              2,              0,                     0, 0.93              ,   0.225706148147583  , 0.20267651081085206
RA-TS-PCA-LR              , "[2, 5, 5, 3, 0, 0]" , RA         , TS         , PCA        , LR         ,                   ,                   ,              2,              5,              5,              3,              0,                     0, 0.9477777777777778,   0.2236243486404419 , 0.18890006542205812
RA-TS-PCA-KNN             , "[2, 5, 5, 4, 0, 0]" , RA         , TS         , PCA        , KNN        ,                   ,                   ,              2,              5,              5,              4,              0,                     0, 0.8677777777777779,   0.22673170566558837, 0.1929499626159668
RA-TS-PCA-DTC             , "[2, 5, 5, 5, 0, 0]" , RA         , TS         , PCA        , DTC        ,                   ,                   ,              2,              5,              5,              5,              0,                     0, 0.8822222222222221,   0.22845737934112548, 0.1955648183822632
RA-TS-PCA-RFC             , "[2, 5, 5, 6, 0, 0]" , RA         , TS         , PCA        , RFC        ,                   ,                   ,              2,              5,              5,              6,              0,                     0, 0.9200000000000002,   0.41358764171600343, 0.19336984157562256
RA-TS-PCA-ETC             , "[2, 5, 5, 7, 0, 0]" , RA         , TS         , PCA        , ETC        ,                   ,                   ,              2,              5,              5,              7,              0,                     0, 0.9177777777777779,   0.33489294052124025, 0.18136088848114013
RA-TS-PCA-ABC             , "[2, 5, 5, 8, 0, 0]" , RA         , TS         , PCA        , ABC        ,                   ,                   ,              2,              5,              5,              8,              0,                     0, 0.9077777777777778,   0.3618770122528076 , 0.1848358154296875
RA-TS-PCA-GBC             , "[2, 5, 5, 9, 0, 0]" , RA         , TS         , PCA        , GBC        ,                   ,                   ,              2,              5,              5,              9,              0,                     0, 0.9               ,   0.6970187902450562 , 0.19192352294921874
RA-TS-PCA-GNB             , "[2, 5, 5, 10, 0, 0]", RA         , TS         , PCA        , GNB        ,                   ,                   ,              2,              5,              5,             10,              0,                     0, 0.9144444444444446,   0.22586681842803955, 0.17896878719329834
RA-TS-PCA-MLP             , "[2, 5, 5, 11, 0, 0]", RA         , TS         , PCA        , MLP        ,                   ,                   ,              2,              5,              5,             11,              0,                     0, 0.8700000000000001,   0.5229126930236816 , 0.19911201000213624
RA-TS-LASSO-SVM           , "[2, 5, 6, 1, 0, 0]" , RA         , TS         , LASSO      , SVM        ,                   ,                   ,              2,              5,              6,              1,              0,                     0, 0.9255555555555557,   0.24060304164886476, 0.17390568256378175
RA-TS-LASSO-LDA           , "[2, 5, 6, 2, 0, 0]" , RA         , TS         , LASSO      , LDA        ,                   ,                   ,              2,              5,              6,              2,              0,                     0, 0.9388888888888889,   0.22579267024993896, 0.194100284576416
RA-TS-LASSO-LR            , "[2, 5, 6, 3, 0, 0]" , RA         , TS         , LASSO      , LR         ,                   ,                   ,              2,              5,              6,              3,              0,                     0, 0.9277777777777778,   0.22072386741638184, 0.18984127044677734
RA-TS-LASSO-KNN           , "[2, 5, 6, 4, 0, 0]" , RA         , TS         , LASSO      , KNN        ,                   ,                   ,              2,              5,              6,              4,              0,                     0, 0.89              ,   0.21472201347351075, 0.19422307014465331
RA-TS-LASSO-DTC           , "[2, 5, 6, 5, 0, 0]" , RA         , TS         , LASSO      , DTC        ,                   ,                   ,              2,              5,              6,              5,              0,                     0, 0.8011111111111111,   0.23232288360595704, 0.18812198638916017
RA-TS-LASSO-RFC           , "[2, 5, 6, 6, 0, 0]" , RA         , TS         , LASSO      , RFC        ,                   ,                   ,              2,              5,              6,              6,              0,                     0, 0.9277777777777778,   0.3642892837524414 , 0.19690864086151122
RA-TS-LASSO-ETC           , "[2, 5, 6, 7, 0, 0]" , RA         , TS         , LASSO      , ETC        ,                   ,                   ,              2,              5,              6,              7,              0,                     0, 0.9266666666666667,   0.3241915702819824 , 0.1992795944213867
RA-TS-LASSO-ABC           , "[2, 5, 6, 8, 0, 0]" , RA         , TS         , LASSO      , ABC        ,                   ,                   ,              2,              5,              6,              8,              0,                     0, 0.9100000000000001,   0.3165192842483521 , 0.1950535297393799
RA-TS-LASSO-GBC           , "[2, 5, 6, 9, 0, 0]" , RA         , TS         , LASSO      , GBC        ,                   ,                   ,              2,              5,              6,              9,              0,                     0, 0.9044444444444444,   0.4200857400894165 , 0.1928333282470703
RA-TS-LASSO-GNB           , "[2, 5, 6, 10, 0, 0]", RA         , TS         , LASSO      , GNB        ,                   ,                   ,              2,              5,              6,             10,              0,                     0, 0.9322222222222223,   0.22575023174285888, 0.18959012031555175
RA-TS-LASSO-MLP           , "[2, 5, 6, 11, 0, 0]", RA         , TS         , LASSO      , MLP        ,                   ,                   ,              2,              5,              6,             11,              0,                     0, 0.918888888888889 ,   0.7052051067352295 , 0.14696099758148193
RA-TS-RFE-SVM             , "[2, 5, 7, 1, 0, 0]" , RA         , TS         , RFE        , SVM        ,                   ,                   ,              2,              5,              7,              1,              0,                     0, 0.9366666666666668,   0.22628459930419922, 0.19208521842956544
RA-TS-RFE-LDA             , "[2, 5, 7, 2, 0, 0]" , RA         , TS         , RFE        , LDA        ,                   ,                   ,              2,              5,              7,              2,              0,                     0, 0.9388888888888889,   0.23431241512298584, 0.18171181678771972
RA-TS-RFE-LR              , "[2, 5, 7, 3, 0, 0]" , RA         , TS         , RFE        , LR         ,                   ,                   ,              2,              5,              7,              3,              0,                     0, 0.9244444444444445,   0.22934408187866212, 0.18457436561584473
RA-TS-RFE-KNN             , "[2, 5, 7, 4, 0, 0]" , RA         , TS         , RFE        , KNN        ,                   ,                   ,              2,              5,              7,              4,              0,                     0, 0.9077777777777779,   0.22065904140472412, 0.2140432119369507
RA-TS-RFE-DTC             , "[2, 5, 7, 5, 0, 0]" , RA         , TS         , RFE        , DTC        ,                   ,                   ,              2,              5,              7,              5,              0,                     0, 0.7922222222222223,   0.22563037872314454, 0.24458446502685546
RA-TS-RFE-RFC             , "[2, 5, 7, 6, 0, 0]" , RA         , TS         , RFE        , RFC        ,                   ,                   ,              2,              5,              7,              6,              0,                     0, 0.9177777777777779,   0.4207521200180054 , 0.198583984375
RA-TS-RFE-ETC             , "[2, 5, 7, 7, 0, 0]" , RA         , TS         , RFE        , ETC        ,                   ,                   ,              2,              5,              7,              7,              0,                     0, 0.93              ,   0.34356672763824464, 0.19294910430908202
RA-TS-RFE-ABC             , "[2, 5, 7, 8, 0, 0]" , RA         , TS         , RFE        , ABC        ,                   ,                   ,              2,              5,              7,              8,              0,                     0, 0.8955555555555555,   0.31999146938323975, 0.1907871961593628
RA-TS-RFE-GBC             , "[2, 5, 7, 9, 0, 0]" , RA         , TS         , RFE        , GBC        ,                   ,                   ,              2,              5,              7,              9,              0,                     0, 0.9011111111111111,   0.4185741662979126 , 0.19267470836639405
RA-TS-RFE-GNB             , "[2, 5, 7, 10, 0, 0]", RA         , TS         , RFE        , GNB        ,                   ,                   ,              2,              5,              7,             10,              0,                     0, 0.9244444444444445,   0.22728757858276366, 0.19740643501281738
RA-TS-RFE-MLP             , "[2, 5, 7, 11, 0, 0]", RA         , TS         , RFE        , MLP        ,                   ,                   ,              2,              5,              7,             11,              0,                     0, 0.9311111111111112,   0.4773287296295166 , 0.17422258853912354
RA-TS-RFECV-SVM           , "[2, 5, 8, 1, 0, 0]" , RA         , TS         , RFECV      , SVM        ,                   ,                   ,              2,              5,              8,              1,              0,                     0, 0.9355555555555556,   0.22278053760528566, 0.18933537006378173
RA-TS-RFECV-LDA           , "[2, 5, 8, 2, 0, 0]" , RA         , TS         , RFECV      , LDA        ,                   ,                   ,              2,              5,              8,              2,              0,                     0, 0.9444444444444444,   0.2291149377822876 , 0.17974462509155273
RA-TS-RFECV-LR            , "[2, 5, 8, 3, 0, 0]" , RA         , TS         , RFECV      , LR         ,                   ,                   ,              2,              5,              8,              3,              0,                     0, 0.9366666666666668,   0.2274933099746704 , 0.20402262210845948
RA-TS-RFECV-KNN           , "[2, 5, 8, 4, 0, 0]" , RA         , TS         , RFECV      , KNN        ,                   ,                   ,              2,              5,              8,              4,              0,                     0, 0.9066666666666666,   0.23503963947296141, 0.1986234188079834
RA-TS-RFECV-DTC           , "[2, 5, 8, 5, 0, 0]" , RA         , TS         , RFECV      , DTC        ,                   ,                   ,              2,              5,              8,              5,              0,                     0, 0.7588888888888888,   0.23600499629974364, 0.188818359375
RA-TS-RFECV-RFC           , "[2, 5, 8, 6, 0, 0]" , RA         , TS         , RFECV      , RFC        ,                   ,                   ,              2,              5,              8,              6,              0,                     0, 0.9477777777777778,   0.4139912843704224 , 0.1926945447921753
RA-TS-RFECV-ETC           , "[2, 5, 8, 7, 0, 0]" , RA         , TS         , RFECV      , ETC        ,                   ,                   ,              2,              5,              8,              7,              0,                     0, 0.9522222222222222,   0.33894226551055906, 0.19562110900878907
RA-TS-RFECV-ABC           , "[2, 5, 8, 8, 0, 0]" , RA         , TS         , RFECV      , ABC        ,                   ,                   ,              2,              5,              8,              8,              0,                     0, 0.9111111111111112,   0.40825538635253905, 0.16508870124816893
RA-TS-RFECV-GBC           , "[2, 5, 8, 9, 0, 0]" , RA         , TS         , RFECV      , GBC        ,                   ,                   ,              2,              5,              8,              9,              0,                     0, 0.9244444444444445,   0.8399784326553345 , 0.13243296146392822
RA-TS-RFECV-GNB           , "[2, 5, 8, 10, 0, 0]", RA         , TS         , RFECV      , GNB        ,                   ,                   ,              2,              5,              8,             10,              0,                     0, 0.9277777777777778,   0.2239614963531494 , 0.18116981983184816
RA-TS-RFECV-MLP           , "[2, 5, 8, 11, 0, 0]", RA         , TS         , RFECV      , MLP        ,                   ,                   ,              2,              5,              8,             11,              0,                     0, 0.93              ,   0.4802180290222168 , 0.17744362354278564
RPA-CSP-SVM               , "[3, 1, 0, 1, 0, 0]" , RPA        , CSP        ,            , SVM        ,                   ,                   ,              3,              1,              0,              1,              0,                     0, 0.8855555555555557,   0.2245929718017578 , 0.1793471097946167
RPA-CSP-LDA               , "[3, 1, 0, 2, 0, 0]" , RPA        , CSP        ,            , LDA        ,                   ,                   ,              3,              1,              0,              2,              0,                     0, 0.8833333333333334,   0.24397311210632325, 0.1877131700515747
RPA-CSP-LR                , "[3, 1, 0, 3, 0, 0]" , RPA        , CSP        ,            , LR         ,                   ,                   ,              3,              1,              0,              3,              0,                     0, 0.8855555555555557,   0.2289883852005005 , 0.17911150455474853
RPA-CSP-KNN               , "[3, 1, 0, 4, 0, 0]" , RPA        , CSP        ,            , KNN        ,                   ,                   ,              3,              1,              0,              4,              0,                     0, 0.8622222222222222,   0.2228551387786865 , 0.19801018238067628
RPA-CSP-DTC               , "[3, 1, 0, 5, 0, 0]" , RPA        , CSP        ,            , DTC        ,                   ,                   ,              3,              1,              0,              5,              0,                     0, 0.7933333333333333,   0.238671875        , 0.18091554641723634
RPA-CSP-RFC               , "[3, 1, 0, 6, 0, 0]" , RPA        , CSP        ,            , RFC        ,                   ,                   ,              3,              1,              0,              6,              0,                     0, 0.831111111111111 ,   0.37906267642974856, 0.19060494899749755
RPA-CSP-ETC               , "[3, 1, 0, 7, 0, 0]" , RPA        , CSP        ,            , ETC        ,                   ,                   ,              3,              1,              0,              7,              0,                     0, 0.8344444444444445,   0.3214265823364258 , 0.1884328842163086
RPA-CSP-ABC               , "[3, 1, 0, 8, 0, 0]" , RPA        , CSP        ,            , ABC        ,                   ,                   ,              3,              1,              0,              8,              0,                     0, 0.8366666666666666,   0.30432116985321045, 0.1981215476989746
RPA-CSP-GBC               , "[3, 1, 0, 9, 0, 0]" , RPA        , CSP        ,            , GBC        ,                   ,                   ,              3,              1,              0,              9,              0,                     0, 0.8411111111111109,   0.4120956897735596 , 0.1933682680130005
